,age,address,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,outcome,first_name,last_name,age_bucket,month_padded,day_padded,date
3304,64,"007 Durgan W3ll \n3ast 3milian0burgh, 0H 91153-9941",retired,married,tertiary,False,846,False,False,cellular,11,feb,671,1,181,3,failure,True,toni,jacobi,6,02,11,11/02
3314,35,"1715 padberg lodge ave.\nemanuelchester, nm 39304",self-employed,married,tertiary,False,980,False,False,cellular,2,aug,428,2,336,6,failure,False,louisa,farrell,3,08,02,02/08
3315,33,"24251 Bruce Forks\nNorth Litzyburgh, PW 73548-1757",admin.,married,tertiary,False,79,True,False,cellular,22,oct,249,2,335,2,failure,True,kitty,reichel,3,10,22,22/10
3317,25,"9508 Rohan Pine \nEast Mertie, MI 91539",management,single,tertiary,False,808,False,False,cellular,18,sep,267,2,114,2,failure,True,mollie,koch,2,09,18,18/09
3331,53,"502CristianLand\nWilliamsonburgh,TN19427-5460",management,married,unknown,False,2240,True,False,cellular,2,jun,282,2,385,1,success,True,xander,considine,5,06,02,02/06
3332,31,"4272 NIENOW CROSSROAD AVE.\NWATERSMOUTH, KY 98374",management,married,tertiary,False,22546,True,False,cellular,14,may,8,6,267,4,failure,False,jude,mcclure,3,05,14,14/05
3335,29,"0503 sant0s ways apt. 784\nn3w aur3li3sid3, mh 24428",blue-collar,married,secondary,False,228,True,False,cellular,11,may,12,8,342,9,failure,False,estelle,mann,2,05,11,11/05
3343,40,"668 ike glens st.\nwest coy, sd 56642",services,married,secondary,False,-378,True,True,cellular,13,may,541,1,295,6,failure,False,katelin,larkin,4,05,13,13/05
3346,55,"1462 Rippin Extension Ave.\nEast Kali, MD 27334",admin.,married,secondary,False,865,True,False,cellular,27,oct,96,1,111,3,failure,False,alexanne,nienow,5,10,27,27/10
3350,31,"6854 chan3ll3 flat apt. 957\nharb3rb0r0ugh, fl 85933",admin.,married,secondary,False,389,True,False,cellular,7,dec,69,1,185,2,failure,False,jeanette,boyer,3,12,07,07/12
3365,34,"2712ZORAFALLAVE.\NPRICECHESTER,AP80960",entrepreneur,married,secondary,False,1847,True,False,cellular,9,apr,543,3,321,6,failure,False,serenity,dietrich,3,04,09,09/04
3368,57,"91278 Kailee Shores\nLake Ryann, WI 15408-0569",services,divorced,secondary,False,4664,False,False,cellular,21,nov,22,4,114,1,failure,False,wade,vandervort,5,11,21,21/11
3370,31,"957 Daugherty Circle St.\nWest Kameron, HI 04923",student,single,tertiary,False,64,False,False,cellular,15,sep,208,1,105,2,success,False,melvin,kling,3,09,15,15/09
3371,49,"51387 Bridgette Extensions\nNew Dewittbury, AP 42306-4271",unemployed,married,tertiary,False,-471,True,False,cellular,20,nov,77,3,185,7,failure,False,tara,walter,4,11,20,20/11
3374,33,"28090 Willms C0v3s\nS0uth Fl0r3nci0stad, NJ 11669-1624",blue-collar,married,secondary,False,26,True,False,cellular,17,apr,342,3,332,1,other,False,billie,kovacek,3,04,17,17/04
3377,45,"194 Hal3y Springs St.\n3ast Sammyp0rt, WV 58560-0423",admin.,married,unknown,False,2033,False,False,cellular,30,nov,123,1,186,4,failure,False,william,mclaughlin,4,11,30,30/11
3379,56,"3889 RUPERT NECK AVE.\NBEERSIDE, MH 33661",admin.,divorced,unknown,False,789,True,False,cellular,8,may,1022,1,360,2,failure,False,eloisa,padberg,5,05,08,08/05
3380,33,"598 Treutel Ford St.\nMontemouth, MA 26555",blue-collar,single,secondary,False,142,True,False,cellular,14,may,123,1,360,3,other,False,herminio,bednar,3,05,14,14/05
3382,37,"395 c3l3stin0 cliffs st.\nh0pp3b0r0ugh, md 44828",blue-collar,married,unknown,False,897,True,False,cellular,13,apr,119,2,280,2,failure,False,rebeca,auer,3,04,13,13/04
3385,38,"685 irving lodge st.\ncandaceview, nh 57937",unknown,single,tertiary,False,0,False,False,cellular,11,sep,260,3,95,3,success,True,jerry,kertzmann,3,09,11,11/09
3394,46,"1187 FRAMI COURTS AVE.\NDACHSHIRE, KS 30370",services,married,secondary,False,4,False,False,cellular,30,apr,268,1,261,5,other,True,sage,hagenes,4,04,30,30/04
3407,40,"169 Mohammed Springs St.\nMitchelland, NH 10246-0422",management,divorced,tertiary,False,502,True,False,cellular,3,feb,267,4,270,3,other,False,astrid,zulauf,4,02,03,03/02
3408,38,"31769 Nic0las C0urt\nN0rth 3lin0r3m0uth, HI 65381",management,single,tertiary,False,8669,True,False,telephone,20,apr,5,3,150,6,failure,False,allene,walsh,3,04,20,20/04
3412,45,"2790RODRIGUEZPIKESUITE354\NVALENTINFORT,SD05005-6518",admin.,married,secondary,False,72,True,True,cellular,15,may,262,2,352,2,failure,False,evan,kassulke,4,05,15,15/05
3419,60,"4061 felipe station suite 514\nschinnershire, il 53015-1701",admin.,married,secondary,False,2552,False,True,cellular,30,jan,255,2,2,4,other,False,vergie,wunsch,6,01,30,30/01
3426,40,"8617 paucek islands ave.\neast brendon, vi 99695-2598",self-employed,married,primary,False,2077,True,False,cellular,13,may,363,1,173,24,other,False,reymundo,rohan,4,05,13,13/05
3429,41,"61243 Jessie View\nPort Trinityhaven, NY 07443-9618",blue-collar,married,primary,False,7735,True,False,cellular,20,nov,220,1,190,1,failure,False,melvina,keebler,4,11,20,20/11
3433,58,"7398 CHRISTIANSEN RAPIDS AVE.\NSOUTH DOLLY, ID 88529-7114",management,married,secondary,False,139,False,False,cellular,27,may,188,1,161,2,other,False,frances,berge,5,05,27,27/05
3434,29,"3723 anabel summit ave.\nlake elinore, ok 93800-0686",management,single,tertiary,False,21,True,False,cellular,14,may,107,4,371,3,failure,False,triston,collier,2,05,14,14/05
3439,34,"8495KochMissionApt.108\nWestAubreeland,FM88193",admin.,married,secondary,False,5320,False,False,cellular,3,mar,114,6,467,5,other,False,alphonso,price,3,03,03,03/03
3446,38,"06185 Homenick Roads\nNew Emanuel, SC 76067-3994",services,married,secondary,False,8876,False,False,cellular,2,feb,280,1,75,1,failure,False,murphy,balistreri,3,02,02,02/02
3462,34,"06605 M0sciski Fall\nFunkshir3, CT 18568",blue-collar,married,secondary,False,360,True,False,telephone,19,nov,46,1,182,2,failure,False,verona,haag,3,11,19,19/11
3463,52,"020LangLodge\nPacochaland,WI89152-2335",admin.,married,secondary,False,199,False,False,cellular,28,jan,978,2,189,1,other,False,yadira,koss,5,01,28,28/01
3471,46,"00780 rico coves\nnorth constancehaven, ms 50727-4746",blue-collar,married,primary,False,1291,True,False,cellular,14,may,142,3,259,17,failure,False,jefferey,kuhlman,4,05,14,14/05
3481,40,"95558 Schupp3 L0af\nW3st Dant3, NC 26840",unemployed,married,secondary,False,0,True,False,cellular,19,nov,332,1,183,1,failure,False,johanna,shanahan,4,11,19,19/11
3483,40,"0192 Frances Mountain \nHeleneberg, KY 69965",management,married,tertiary,False,7780,False,False,telephone,4,may,364,1,355,1,other,False,sister,predovic,4,05,04,04/05
3484,30,"5021 matt harb0rs av3.\nw3st 3m3rald, nd 34873-1533",management,married,secondary,False,-559,True,True,cellular,7,may,98,1,167,2,failure,False,logan,effertz,3,05,07,07/05
3487,39,"22333 dicki highway\nn3w just0nvi3w, nc 01542-8272",entrepreneur,married,unknown,False,98,True,False,telephone,15,may,59,3,367,1,other,False,oran,satterfield,3,05,15,15/05
3493,36,"77105 KURT CORNERS\NFAYCHESTER, MI 83706-9553",management,single,tertiary,False,-679,True,True,cellular,7,may,172,1,93,1,failure,False,celestine,wunsch,3,05,07,07/05
3498,58,"80562RolfsonRow\nTremblayport,MO80587-7461",services,divorced,secondary,False,462,False,False,cellular,13,nov,495,1,93,1,success,True,gideon,effertz,5,11,13,13/11
3502,32,"178 ledner mews \nbrycebury, ct 72282-0348",management,divorced,tertiary,False,883,True,False,cellular,10,dec,798,1,185,5,other,True,petra,keeling,3,12,10,10/12
3518,39,"6125O'CONNELLPLAZA\NNORTHJAZMYN,ME21791",self-employed,married,secondary,False,31,True,False,cellular,20,nov,61,2,181,4,failure,False,yadira,mann,3,11,20,20/11
3519,54,"3842 Margar3tt3 Club Apt. 957\nN0rth Br0ck, WY 90617",technician,married,secondary,False,0,False,False,telephone,14,aug,159,2,106,6,success,False,hazle,gleichner,5,08,14,14/08
3520,32,"41131 Gutmann Loaf\nPort Hortense, VA 35770",management,single,tertiary,False,347,True,False,cellular,18,may,213,1,264,6,failure,False,julius,bechtelar,3,05,18,18/05
3523,31,"1373 3ff3rtz str33ts apt. 580\njayd3nstad, 0r 09670",technician,married,secondary,False,0,True,True,cellular,28,jan,71,1,223,9,other,False,samir,fadel,3,01,28,28/01
3527,33,"4562MIAMOUNTAINAVE.\NEASTBRENNAVIEW,IN17925",services,divorced,secondary,False,2411,True,False,cellular,23,oct,130,1,161,1,failure,True,jeffry,turcotte,3,10,23,23/10
3528,46,"619 tremblay tunnel st.\neast johnniefort, ky 62892",management,divorced,tertiary,False,225,True,False,cellular,14,may,201,1,345,1,other,False,noemy,zboncak,4,05,14,14/05
3530,50,"851 Claude Court \nEast Katelynport, MA 20809",management,married,tertiary,False,112,True,False,cellular,4,nov,70,5,85,5,other,False,lamont,farrell,5,11,04,04/11
3534,47,"6128 Stracke Meadows Apt. 435\nMartinaville, AZ 28221-2804",admin.,single,secondary,False,1544,True,False,cellular,6,apr,104,1,312,1,failure,False,jazlyn,langosh,4,04,06,06/04
3543,39,"433 Alli3 L0cks \nL3dn3rf0rt, PW 64079",technician,married,secondary,False,6,True,False,cellular,18,may,122,3,357,4,failure,False,muriel,schmeler,3,05,18,18/05
3548,39,"8443 Zakary Club Ave.\nUlicesfort, MO 51506-1827",admin.,married,secondary,False,-650,False,False,cellular,15,may,123,2,364,1,failure,False,juston,romaguera,3,05,15,15/05
3569,50,"75776K0N0P3LSKISUMMIT\NNIK0CH3ST3R,RI96055",management,married,tertiary,False,78,True,False,cellular,14,jan,218,3,161,9,other,False,randal,hodkiewicz,5,01,14,14/01
3574,34,"951 Claire Run \nJaymeport, SD 77853-0420",housemaid,married,tertiary,False,0,False,False,cellular,26,may,141,1,188,1,failure,False,alessia,kshlerin,3,05,26,26/05
3576,31,"7649 Gottlieb Hollow \nKatarinafort, NY 39143-9624",management,married,tertiary,False,1384,True,False,cellular,30,jan,203,2,2,3,other,False,asha,hartmann,3,01,30,30/01
3584,46,"32331 Hamill Hollow\nEast Alainachester, NY 44470-1345",blue-collar,married,secondary,False,-1400,True,False,telephone,6,may,309,3,355,4,failure,False,jacey,kutch,4,05,06,06/05
3586,43,"603 Weimann Roads Suite 840\nNew Maxieside, PW 31715-7851",blue-collar,married,secondary,False,2160,False,False,cellular,8,sep,261,1,98,1,success,True,walter,bosco,4,09,08,08/09
3588,27,"55602 Daniel Stravenue\nPort Susanna, NH 47681",technician,single,secondary,False,842,False,False,cellular,30,jul,273,1,91,1,other,False,vance,ruecker,2,07,30,30/07
3589,38,"380 Kayden Hollow St.\nEast Arnaldoside, OR 53036",management,married,unknown,False,3576,False,False,cellular,25,nov,349,2,183,1,success,True,kameron,emmerich,3,11,25,25/11
3593,42,"25424 Parisian All3y\nHayd3nt0wn, MI 91105-9279",blue-collar,single,primary,False,1628,True,False,cellular,5,feb,119,1,195,8,success,False,kaitlyn,hansen,4,02,05,05/02
3607,70,"141 Emelie Hills St.\nJarodberg, AK 83552",retired,married,secondary,False,1164,False,False,telephone,14,may,338,3,185,2,failure,False,celestine,kshlerin,7,05,14,14/05
3612,50,"232 AMELY VIEWS \NNORTH ADRIEN, SD 32643",management,divorced,tertiary,False,356,False,False,cellular,8,may,198,2,358,5,other,False,foster,ortiz,5,05,08,08/05
3624,50,"570PREDOVICMOUNTAIN\NLAKEELEAZAR,MH18357-1988",self-employed,married,tertiary,False,202,True,False,cellular,15,apr,107,1,148,4,failure,False,carlie,schneider,5,04,15,15/04
3626,34,"1490 Nelle Curve Apt. 802\nLake Hattie, NE 66457-3048",technician,married,secondary,False,114,True,True,cellular,4,jun,153,1,309,3,other,False,robb,terry,3,06,04,04/06
3633,36,"34140 Malachi Harbors\nSouth Violette, IN 82081",technician,married,tertiary,False,629,True,True,cellular,29,dec,109,1,246,1,failure,False,misael,haag,3,12,29,29/12
3641,27,"209TaureanInletSt.\nEastLandenstad,OK29527-0216",student,single,secondary,False,268,True,False,cellular,13,may,528,1,358,2,failure,False,raymundo,jacobi,2,05,13,13/05
3644,58,"948 flossie inlet st.\nnorth vicky, ne 85095-6690",admin.,single,secondary,False,2223,False,False,cellular,4,dec,1139,2,114,1,success,False,jailyn,rice,5,12,04,04/12
3652,29,"210 Isabel Garden \nJonesland, OH 75302",admin.,single,secondary,False,1070,True,False,unknown,19,may,30,1,357,1,other,True,jovanny,weber,2,05,19,19/05
3654,30,"237 Victoria Cliff St.\nEast Abbey, MD 25234-5628",management,single,tertiary,False,2,False,False,cellular,16,jun,102,1,85,1,failure,False,mallie,hauck,3,06,16,16/06
3656,33,"15400 devin summit\nnorth vernaland, tn 90885",student,single,unknown,False,5969,False,False,cellular,4,sep,156,2,127,8,failure,False,tomas,wilderman,3,09,04,04/09
3658,26,"7600 Kund3 Sh0al Av3.\nLak3 Dasialand, SD 99277",services,single,secondary,False,1347,False,False,telephone,18,jun,280,6,92,5,other,True,brandy,hoeger,2,06,18,18/06
3665,26,"039 Adam Spurs St.\nN3w Ka3la, WV 54848",services,single,secondary,False,5533,True,False,cellular,7,may,582,2,283,4,failure,False,christopher,aufderhar,2,05,07,07/05
3669,42,"328 gleichner cliffs st.\nhesselview, nj 59636",admin.,single,secondary,False,30,True,False,cellular,4,feb,98,1,266,3,failure,False,twila,abbott,4,02,04,04/02
3674,39,"37393 Kshlerin Roads\nWest Michellefort, TN 98188-1271",management,single,tertiary,False,0,True,False,cellular,12,may,561,4,369,3,failure,False,amira,larkin,3,05,12,12/05
3682,43,"4929 Di3trich Harb0r \nParisianfurt, ND 15524-3629",management,divorced,tertiary,False,497,False,False,cellular,13,may,66,1,363,22,failure,False,lina,nolan,4,05,13,13/05
3684,30,"78705 EVANGELINE PORTS\NADALINEFURT, CO 88631-7627",admin.,single,tertiary,False,305,False,False,cellular,30,apr,633,1,85,2,success,True,blair,gorczany,3,04,30,30/04
3689,29,"772 Ward Mountain St.\nWest Geoffreyville, AA 79542-4682",technician,married,tertiary,False,858,True,False,cellular,12,jun,234,7,330,1,failure,False,luciano,marvin,2,06,12,12/06
3690,80,"506QuincySpursSt.\nPortJessyland,KY69579",housemaid,married,primary,False,0,False,False,cellular,23,feb,639,1,189,1,failure,True,ward,erdman,8,02,23,23/02
3695,31,"7255 titus stravenue apt. 752\nnorth sigridville, ae 15049",management,married,tertiary,False,1331,False,False,cellular,30,apr,297,1,86,3,success,True,verlie,casper,3,04,30,30/04
3697,57,"1521CRUZKEYAVE.\NISABELLAFURT,TX39850",admin.,divorced,primary,False,179,True,False,cellular,15,may,67,1,368,2,failure,False,clifford,larkin,5,05,15,15/05
3701,51,"305MCCLUREGROVESUITE282\NALVENATOWN,WA64403-3122",management,married,tertiary,False,5108,True,False,cellular,8,oct,272,1,102,8,other,False,frederick,raynor,5,10,08,08/10
3703,42,"92346 fernando pass\nsunnybury, oh 82031",blue-collar,married,primary,False,-97,True,False,cellular,3,feb,216,4,271,5,failure,False,jessyca,herzog,4,02,03,03/02
3705,43,"923 o'kon meadows st.\nbrendenbury, ny 63759",management,married,tertiary,False,489,True,False,cellular,8,may,130,1,172,2,other,False,elisa,dach,4,05,08,08/05
3710,34,"5387AlanisTrackAve.\nPortTrudie,TN22278-5889",self-employed,married,tertiary,False,263,False,False,cellular,4,may,203,1,78,8,other,False,meghan,walter,3,05,04,04/05
3714,35,"540M0hrFlatsSt.\nB0gisicht0wn,AZ88161-5946",management,divorced,tertiary,False,434,True,False,cellular,11,may,277,1,271,2,success,False,elvis,hodkiewicz,3,05,11,11/05
3724,37,"77758 Mills F0rt\nB0r3rshir3, IN 85288-4503",housemaid,divorced,secondary,False,1040,True,False,cellular,13,may,199,1,173,2,failure,False,austyn,gleichner,3,05,13,13/05
3731,52,"952HILLLW3LLSUIT3215\NW3STGR3TASTAD,GA93299",retired,married,secondary,False,424,False,False,cellular,19,nov,143,1,154,3,failure,False,sallie,koch,5,11,19,19/11
3743,42,"200BoyleRowSt.\nEastJon,WY87194",admin.,single,secondary,False,-247,True,True,telephone,21,oct,519,1,166,1,other,True,dan,grant,4,10,21,21/10
3746,50,"5402 Schaefer Islands \nConroyton, NC 12754",management,married,tertiary,False,-470,True,False,cellular,19,nov,130,2,160,1,failure,False,brielle,ritchie,5,11,19,19/11
3750,79,"396 J3nkins T3rrac3 Apt. 762\nP0rt Kristyt0n, 0R 20706-1311",retired,divorced,unknown,False,2628,False,False,telephone,8,jul,220,7,450,2,failure,False,kara,weber,7,07,08,08/07
3751,39,"141 Strosin Mission St.\nWest Taurean, DC 48880",technician,married,secondary,False,116,False,False,cellular,24,aug,79,2,94,2,success,False,lenna,hoppe,3,08,24,24/08
3755,33,"976 petra mall st.\ngrimesborough, ok 69465",blue-collar,single,secondary,False,3975,True,True,cellular,17,apr,515,1,150,1,other,False,rico,rosenbaum,3,04,17,17/04
3756,42,"56667WALSHALL3Y\NPARK3RCH3ST3R,C089758",services,married,secondary,False,96,True,False,cellular,5,may,238,3,340,2,failure,False,garrick,lueilwitz,4,05,05,05/05
3765,55,"601YoshikoFlatSt.\nWestRusty,UT20731",technician,divorced,secondary,False,3450,False,False,cellular,10,feb,169,1,183,1,failure,True,sherwood,sporer,5,02,10,10/02
3770,46,"0652 Koch Hill Ave.\nNew Maiyaland, VI 68694",management,single,tertiary,False,334,True,False,telephone,4,may,36,6,90,2,other,False,claud,bailey,4,05,04,04/05
3775,41,"7828 Augusta Skyway Ave.\nLake Marc, MH 51356",management,divorced,tertiary,False,3355,False,False,cellular,14,oct,181,2,500,1,failure,False,callie,abernathy,4,10,14,14/10
3794,43,"0791 Roberts Glen Suite 191\nSouth Caleb, IA 38938",unemployed,single,unknown,False,3274,True,False,cellular,22,may,680,1,95,1,failure,False,angelo,beahan,4,05,22,22/05
3797,30,"733 Tiffany L0cks \nN3w Immanu3lland, KY 63695-1884",technician,single,tertiary,False,2325,False,False,cellular,5,apr,270,3,241,4,other,False,pablo,nicolas,3,04,05,05/04
3799,31,"6115 Edgardo Loop Ave.\nKovacekchester, IA 10981-5855",blue-collar,married,secondary,False,1664,True,False,cellular,20,apr,158,1,182,1,success,False,fred,kunde,3,04,20,20/04
3815,31,"6184 SAWAYN SPUR AVE.\NPORT ROYAL, WY 38080-5643",management,married,tertiary,False,623,True,False,cellular,13,may,96,2,349,5,failure,False,janice,gleason,3,05,13,13/05
3816,32,"9508 GINA TRAIL SUIT3 479\NP0RT RUSS3L, UT 18658-7944",admin.,married,secondary,False,3540,True,False,cellular,18,may,213,1,178,1,failure,False,gennaro,howe,3,05,18,18/05
3818,53,"378NaomiUnionsSt.\nGleichnertown,NM57392-4789",services,divorced,secondary,False,765,True,False,cellular,14,may,959,3,174,7,other,True,darryl,carter,5,05,14,14/05
3828,31,"823Lub0witz3xt3nsi0nSuit3524\nS0uthAnika,MA96171-4149",blue-collar,married,unknown,False,-120,True,False,cellular,3,feb,100,3,201,2,failure,False,rodger,schimmel,3,02,03,03/02
3831,34,"5845 Jalon Glens Apt. 501\nSchinnerburgh, MS 74397",management,single,tertiary,False,8038,True,False,cellular,20,apr,29,3,152,1,failure,False,maurine,emard,3,04,20,20/04
3834,36,"865 J3r0m3 Sh0r3 \nN3w Ad3llstad, FL 29935-2975",self-employed,married,secondary,False,189,True,False,cellular,19,nov,136,1,120,1,failure,False,deontae,vandervort,3,11,19,19/11
3835,29,"203 schmitt throughway apt. 894\nmarkusfort, pa 94965-6958",housemaid,single,tertiary,False,19,False,False,cellular,5,feb,110,2,64,2,success,True,oswaldo,heidenreich,2,02,05,05/02
3843,50,"1774KiehnPlainAve.\nSouthStanleyport,ME37055-4515",unknown,married,primary,False,341,True,True,cellular,20,apr,670,4,340,2,success,True,jaylon,bins,5,04,20,20/04
3844,39,"5498KI3HNMILLSAV3.\NRATHLAND,SC51583-8903",admin.,married,secondary,False,607,True,False,cellular,12,may,454,2,364,3,failure,True,cordell,gutkowski,3,05,12,12/05
3848,26,"53443RunolfssonView\nSouthLuigiville,AL38214",management,single,tertiary,False,1274,True,False,cellular,1,jun,190,1,84,1,failure,False,cristal,mueller,2,06,01,01/06
3850,51,"644 WILDERMAN MOUNTAIN ST.\NHILLSSIDE, MO 30911-0495",blue-collar,married,primary,False,377,True,False,telephone,3,feb,143,4,272,1,failure,False,lon,morissette,5,02,03,03/02
3851,26,"909 Goyette Port St.\nLake Allantown, NJ 89798-7161",admin.,single,secondary,False,802,False,False,cellular,30,jan,77,1,2,2,other,False,jerel,terry,2,01,30,30/01
3869,36,"4436ANASTASIALAKEAVE.\NNEWNAYELI,FM63553-7569",management,divorced,tertiary,False,649,False,False,cellular,16,jul,237,2,91,1,failure,False,shaun,roob,3,07,16,16/07
3874,26,"470 Paige Lights St.\nAuerborough, HI 63344",student,single,tertiary,False,294,False,False,cellular,5,mar,87,1,91,2,success,True,reyna,altenwerth,2,03,05,05/03
3883,57,"99462 miller mission\neastonview, ne 73786",admin.,married,secondary,False,169,False,False,cellular,14,aug,180,1,106,2,failure,False,ursula,sipes,5,08,14,14/08
3884,36,"938OdaCoveSuite831\nHyattview,DC26022-7653",self-employed,married,tertiary,False,506,False,False,cellular,25,aug,47,1,120,1,failure,False,sophia,franecki,3,08,25,25/08
3889,47,"2214K3aganH3ightsSuit3965\nN3wMarinaburgh,M083213-1874",management,single,tertiary,False,4402,False,False,telephone,10,dec,805,1,190,1,other,True,makenzie,abernathy,4,12,10,10/12
3890,31,"8950MagaliGr33nsApt.156\nFr3dashir3,AP54657-6201",services,divorced,primary,False,459,True,False,cellular,7,may,623,1,293,1,success,True,peter,barrows,3,05,07,07/05
3896,36,"39935 Z3mlak Squar3s\nLak3 G30vannysid3, WI 04056",blue-collar,married,primary,False,1177,False,False,cellular,15,apr,330,1,311,4,success,True,francisco,reichert,3,04,15,15/04
3922,48,"1688 Mante Station Ave.\nStoneton, KS 43519-0784",blue-collar,married,secondary,False,1143,True,False,cellular,17,apr,264,1,317,1,failure,False,lilla,wehner,4,04,17,17/04
3923,57,"9598 macey estate ave.\nsmithamview, wy 54003-0519",retired,married,primary,False,-464,True,False,cellular,4,feb,75,1,190,6,failure,False,caitlyn,schimmel,5,02,04,04/02
3929,54,"181 Lehner Valley Suite 398\nBednarstad, AK 00087-9422",housemaid,married,unknown,False,0,False,False,cellular,14,apr,94,5,145,3,other,False,horace,schuster,5,04,14,14/04
3930,51,"8461 weber ville ave.\njusticefort, id 90572",retired,divorced,secondary,False,1679,False,False,cellular,12,aug,417,1,365,9,other,True,arnaldo,osinski,5,08,12,12/08
3931,47,"92252PourosSummit\nSouthEastonshire,VA51604-9441",admin.,married,secondary,False,3676,False,False,cellular,18,oct,567,1,95,3,success,True,israel,beier,4,10,18,18/10
3932,25,"18256L3daRadial\nP0rtN3wt0nt0wn,MS75112-5917",management,married,tertiary,False,-242,True,True,cellular,18,may,600,4,332,4,other,True,sincere,kihn,2,05,18,18/05
3943,45,"792 Richmond Meadow St.\nLake Tatehaven, MT 09008-2976",services,single,secondary,False,1757,True,False,cellular,20,apr,1010,3,326,1,other,False,keaton,bergstrom,4,04,20,20/04
3951,50,"022 IVY RIDGE APT. 312\NBRITTANYBOROUGH, AR 68790",technician,single,secondary,False,246,True,False,cellular,17,nov,270,1,123,2,failure,False,kianna,welch,5,11,17,17/11
3952,44,"96375CameronMountains\nWestAsachester,LA25232",blue-collar,married,primary,False,887,True,False,cellular,12,may,165,2,363,1,failure,False,jairo,wilderman,4,05,12,12/05
3972,50,"0097 Bernhard Causeway \nRustyfurt, PA 92486-7484",self-employed,married,secondary,False,2061,True,True,cellular,29,jan,197,2,244,3,failure,False,marjory,ullrich,5,01,29,29/01
3976,48,"440 Wiza Strav3nu3 St.\nW3st Arnald0, UT 52162-9739",management,married,tertiary,True,-13,True,False,cellular,15,may,20,6,291,2,other,False,jammie,goyette,4,05,15,15/05
3978,66,"70019TrantowIsle\nNoeliamouth,NE94655-2833",retired,married,tertiary,False,1948,False,False,cellular,28,jan,216,1,91,4,success,True,hollie,connelly,6,01,28,28/01
3981,43,"48192 kihn meadow\nlake hannah, id 41999",blue-collar,single,secondary,False,24,False,False,cellular,12,may,68,1,363,1,failure,False,tamia,schimmel,4,05,12,12/05
3985,43,"2560 Sidney Villages Ave.\nSouth Bruceshire, NH 98398",blue-collar,married,primary,False,188,True,False,cellular,12,may,58,3,347,5,failure,False,emma,kub,4,05,12,12/05
3998,44,"766 3ichmann M3ad0ws Suit3 377\nR3n33m0uth, NC 18099-4345",management,married,tertiary,False,724,True,False,cellular,17,nov,157,2,172,1,failure,False,skyla,morar,4,11,17,17/11
4000,53,"915 PROSACCO CAPE ST.\NSOUTH KATRINE, GA 52198",admin.,divorced,secondary,False,26,True,False,cellular,7,may,56,1,359,1,failure,False,emerald,considine,5,05,07,07/05
4005,55,"405GleasonCoveApt.882\nNewEvelineland,NM50082",blue-collar,married,primary,False,1086,True,False,cellular,6,may,146,1,272,2,failure,False,addie,kessler,5,05,06,06/05
4009,38,"047 lubowitz rue st.\nnolanfort, ca 02017",housemaid,divorced,secondary,False,70,False,False,cellular,27,oct,255,3,148,1,success,True,margarett,leannon,3,10,27,27/10
4019,43,"582 Gust Ridge \nNorth Allan, ND 44733",technician,married,secondary,False,0,True,True,cellular,4,feb,539,8,204,5,failure,False,anderson,runolfsdottir,4,02,04,04/02
4030,38,"0206 D0nav0n R0ad Suit3 309\nDari0nm0uth, CT 86275",blue-collar,divorced,secondary,False,0,True,False,cellular,11,may,580,1,173,1,failure,False,zachariah,wilkinson,3,05,11,11/05
4036,40,"055 matteo bypass \nwiegandview, ap 56757",technician,married,secondary,False,4441,True,False,cellular,20,nov,153,2,183,2,failure,False,enos,howe,4,11,20,20/11
4038,71,"98754 HICKLE DALE\NAUSTENMOUTH, VI 00468",unknown,married,tertiary,False,353,False,False,cellular,27,jan,208,1,93,2,failure,False,remington,deckow,7,01,27,27/01
4042,30,"324CamrynGreens\nMonahanstad,AR69856",technician,single,tertiary,False,1185,True,False,cellular,30,apr,284,1,339,1,failure,False,scot,fritsch,3,04,30,30/04
4044,32,"92465 collins landing\nlebsacktown, de 37311",blue-collar,married,secondary,False,2,True,False,cellular,15,may,16,9,309,1,failure,False,catherine,ebert,3,05,15,15/05
4049,40,"774JuanitaRanchSuit3339\nP0rtHans,KY01421-8364",services,married,secondary,False,9374,True,False,cellular,21,nov,7,8,185,1,failure,False,erling,rempel,4,11,21,21/11
4053,31,"9838 f3il parks suit3 227\nmarksm0uth, mt 13361",admin.,divorced,secondary,False,360,False,False,cellular,15,may,332,1,297,2,other,False,milo,kunde,3,05,15,15/05
4054,28,"0892 c0rwin p0rts \n3ast linda, md 22169-4897",technician,single,secondary,False,1532,False,False,cellular,22,may,253,1,107,5,failure,False,evans,kuvalis,2,05,22,22/05
4055,29,"612 St3wart L0af Suit3 114\nLak3 Lav3rn3, 0H 43549-8930",management,single,tertiary,False,1673,False,False,cellular,16,aug,200,2,159,3,other,False,gilbert,harvey,2,08,16,16/08
4065,70,"9572 addie fork apt. 919\nport otis, co 20866-7731",retired,married,secondary,False,616,False,False,cellular,27,apr,149,2,182,1,failure,False,stephon,batz,7,04,27,27/04
4066,36,"52770 Katelynn Corners\nKristahaven, AZ 20491",services,married,secondary,False,3064,True,False,telephone,26,aug,240,3,107,4,failure,False,marley,tremblay,3,08,26,26/08
4070,31,"3735 Chelsea Harbors Apt. 253\nAldenfurt, AK 92475-7503",services,single,secondary,False,481,True,False,cellular,20,nov,106,2,183,2,failure,False,paxton,schmidt,3,11,20,20/11
